Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Zona Administrativa|Denominación del Distrito|Código de Distrito|Código de Circuito Educativo| Unidad Administrativa Circuital (propuesta de ubicación)|Casos excepcionales|Sostenimiento|Régimen Escolar|Jurisdicción|Tipo de Educación|Modalidad|Jornada|Nivel|Etnia|Nacionalidad|Pueblo|Institución Educativa georeferenciada|Institución responsable|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes|Estado
07H00471|JUAN LEON MERA|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|106|11|Activa
07H00473|DAVID GUZMAN|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|7|3|Activa
07H00475|13 DE JULIO|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|171|12|Activa
07H00476|GASTON FIGUEIRA|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|5|1|Activa
07H00478|CELIA LUCIA PONTON MATAMOROS|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|24|3|Activa
07H00480|DIEZ DE AGOSTO|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|41|5|Activa
07H00481|AMAZONAS|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|11|2|Activa
07H00482|MERCEDES  MOROCHO|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|16|3|Activa
07H00485|AYAPAMBA|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|111|13|Activa
07H00488|REPUBLICA DE MEXICO|07|EL ORO|0703|ATAHUALPA|070352|CORDONCILLO|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|147|18|Activa
07H00491|BLANCA LIDIA ORDOÑEZ VASQUEZ|07|EL ORO|0703|ATAHUALPA|070352|CORDONCILLO|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|18|3|Activa
07H00493|ATAHUALPA|07|EL ORO|0703|ATAHUALPA|070353|MILAGRO|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|13|2|Activa
07H00494|EL ORO|07|EL ORO|0703|ATAHUALPA|070354|SAN JOSE|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|17|3|Activa
07H00495|CARLOS REYES ANDRADE|07|EL ORO|0703|ATAHUALPA|070354|SAN JOSE|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|27|4|Activa
07H00496|ODALIA  ARÁUZ|07|EL ORO|0703|ATAHUALPA|070355|SAN JUAN DE CERRO AZUL|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Blanca|No aplica|No Aplica|NO|1|Terrestre|20|3|Activa
07H00472|ANGEL TINOCO RUIZ|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02|SI|0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|271|27|Activa
07H00470|SOR AMALIA URIGUEN ESPINOZA|07|EL ORO|0703|ATAHUALPA|070350|PACCHA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|18|3|Activa
07H01413|CENTRO CRISJAY|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|SI|3|Terrestre|10|1|Activa
07H00483|6 DE ABRIL|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|108|7|Activa
07H00486|25 DE ABRIL|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|12|3|Activa
07H00487|REPUBLICA DE VENEZUELA|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|9|1|Activa
07H00492|GRAL. VICENTE ANDA AGUIRRE|07|EL ORO|0703|ATAHUALPA|070353|MILAGRO|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|9|2|Activa
07H01419|BUZA|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02|||Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina y Nocturna|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|||Terrestre|9|1|Activa
07H01420|SAN JOSE|07|EL ORO|0703|ATAHUALPA|070354|SAN JOSE|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02|||Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|||Terrestre|10|1|Activa
07H01421|MILAGRO|07|EL ORO|0703|ATAHUALPA|070353|MILAGRO|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02|||Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|||Terrestre|12|1|Activa
07H01422|TARAPAL|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02|||Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Alfabetización P.P|Mestiza|No aplica|No Aplica|||Terrestre|10|0|Activa
07H01433|APARTADERO|07|EL ORO|0703|ATAHUALPA|070351|AYAPAMBA|Zona 7|ZARUMA – PORTOVELO – ATAHUALPA|07D03|07D03C01_02|||Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina y Nocturna|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|||Terrestre|14|1|Activa
07H01311|PIO JARAMILLO ALVARADO|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|0|Terrestre|11|1|Activa
07H00498|SAN FRANCISCO DE ASIS|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|239|17|Activa
07H00499|CENTRO  ARTESANAL  NAPO PASTAZA|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Nocturna|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|98|7|Activa
07H00503|LUZ VICTORIA RIVERA DE MORA|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|616|27|Activa
07H00506|GENERAL  VICENTE ANDA AGUIRRE|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|858|51|Activa
07H00508|PADRE JUAN DE VELASCO|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|16|1|Activa
07H00509|PROVINCIA NAPO PASTAZA|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|339|18|Activa
07H00510|JACINTO EUSEBIO ROMERO APOLO|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|12|1|Activa
07H00512|CIUDAD DE BALSAS|07|EL ORO|0704|BALSAS|070451|BELLAMARIA|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|1|Activa
07H00513|VIRGILIO LOAYZA AÑAZCO|07|EL ORO|0704|BALSAS|070450|BALSAS|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|8|1|Activa
07H00515|PROFESOR LEOVIGILDO LOAYZA LOAYZA|07|EL ORO|0704|BALSAS|070451|BELLAMARIA|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|27|3|Activa
07H00516|RED EDUCATIVA DE BELLAMARIA|07|EL ORO|0704|BALSAS|070451|BELLAMARIA|Zona 7|BALSAS – MARCABELÍ – PIÑAS|07D04|07D04C01|SI|0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|284|19|Activa
07H01457|DUMARÍ|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|11|1|Activa
07H01308|27 DE NOVIEMBRE|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|3|1|Activa
07H00522|DR  EDMUNDO CARBO|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|27|1|Activa
07H00527|DEFENSORES DEL CENEPA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
07H00532|VICTOR MANUEL NAGUA GUANUCHE|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
07H00536|21 DE JULIO|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|8|1|Activa
07H00549|ALFONSO OTILIO YUPANGUI NAGUA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|11|1|Activa
07H00556|25 DE JULIO|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|17|1|Activa
07H00524|NÉSTOR ALEJANDRO CAIMINAGUA PACHECO|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||1|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
07H00543|MANUEL HORTENCIO NAGUA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a||1|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|7|1|Activa
07H00544|LAURO DAVILA ECHEVERRIA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_a|SI|1|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|35|2|Activa
07H01454|SHIQUIL|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|NO|1|Terrestre|15|0|Activa
07H01455|SHIGUIL|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscomisional|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|No aplica|No Aplica|NO|1|Terrestre|20|1|Activa
07H00533|ANGEL BALDOMERO NAGUA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
07H00537|LEONARDO ARAUJO MENDOZA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|20|2|Activa
07H00538|CENTRO ARTESANAL  CHILLA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina y Nocturna|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|15|0|Activa
07H00539|JORGE ICAZA CORONEL|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|30|4|Activa
07H00545|26 DE SEPTIEMBRE|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|5|1|Activa
07H00548|BELISARIO FAJARDO|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|29|5|Activa
07H00554|JORGE CHILES CORREA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|3|Activa
07H00555|CIUDAD DE CHILLA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|2|1|Activa
07H00557|LA INMACULADA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|120|9|Activa
07H00558|MEDARDO ANGEL SILVA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|2|Activa
07H01341|8 DE SEPTIEMBRE|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|No aplica|No Aplica|NO|1|Terrestre|20|1|Activa
07H00551|EMILIO  ROSALINO ASANZA ROMERO|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||1|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|7|1|Activa
07H00547|TERESA ARCAYA GERMAN|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|3|1|Activa
07H00553|ANGEL MARIA COJITAMBO MACAS|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|60|7|Activa
07H00550|CHILLA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C01_b|SI|0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|SI|3|Terrestre|137|16|Activa
07H01472|VICENTE  MAYA|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01||||Fiscal|COSTA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|NULL|NULL|||Terrestre|87|2|Activa
07H01485|SIN NOMBRE|07|EL ORO|0705|CHILLA|070550|CHILLA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01||||Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|NULL|NULL|||Terrestre|5|1|Activa
07H00642|ZORAIDA MORA DE FRANCO|07|EL ORO|0706|EL GUABO|070652|LA IBERIA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|74|5|Activa
07H00643|CHARBEL JOSE FADUL SERRANO|07|EL ORO|0706|EL GUABO|070652|LA IBERIA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|99|10|Activa
07H00645|SERVIO SERRANO CORREA|07|EL ORO|0706|EL GUABO|070652|LA IBERIA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C02||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|130|7|Activa
07H00639|GUADALUPE FERNANDEZ DE CASTRO|07|EL ORO|0706|EL GUABO|070652|LA IBERIA|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C02|SI|0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|395|16|Activa
07H01415|JERUSALEN|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C03||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Nocturna|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|NO|0|Terrestre|24|1|Activa
07H00581|5 DE ABRIL|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C03||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|61|5|Activa
07H00584|JOSE MARIA MORA GONZALEZ|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C03||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|438|20|Activa
07H00586|GENERAL MANUEL SERRANO RENDA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C03||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|835|26|Activa
07H00599|INSTITUTO  7 DE SEPTIEMBRE|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C03||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|43|12|Activa
07H00614|JORGE ALEX SERRANO AGUILAR|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C03||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Vespertina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|753|26|Activa
07H00616|REPUBLICA DE COSTA RICA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C03||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|25|1|Activa
07H00622|LA DOLOROSA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C03||0|Particular|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica y Artesanal P.P|Mestiza|No aplica|No Aplica|NO|1|Terrestre|59|9|Activa
